type1,classifier1,class1,type2,classifier2,class2,overlap
AlertsOfInterest,FEATURES,FC-28,AlertsOfInterest,FEATURES,FC-28,26.0
SourcesOfInterest,FINK_PORTAL,C*,SourcesOfInterest,FINK_PORTAL,C*,26.0
SourcesOfInterest,FINK_PORTAL,RGB*,SourcesOfInterest,FINK_PORTAL,RGB*,26.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-11,26.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-24,26.0
AlertsOfInterest,FEATURES,FC-24,AlertsOfInterest,FEATURES,FC-24,26.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,QSO,26.0
SourcesOfInterest,FEATURES,FC-22,SourcesOfInterest,FINK_PORTAL,QSO,24.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-22,24.0
SourcesOfInterest,FINK_PORTAL,CataclyV*,SourcesOfInterest,FINK_PORTAL,CataclyV*,24.0
AlertsOfInterest,FINK_PORTAL,CataclyV*,AlertsOfInterest,FINK_PORTAL,CataclyV*,24.0
AlertsOfInterest,FEATURES,FC-22,AlertsOfInterest,FINK_PORTAL,QSO,24.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-22,24.0
SourcesOfInterest,FEATURES,FC-44,SourcesOfInterest,FINK_PORTAL,QSO,23.0
SourcesOfInterest,FEATURES,FC-39,SourcesOfInterest,FEATURES,FC-1,23.0
AlertsOfInterest,FEATURES,FC-1,AlertsOfInterest,FEATURES,FC-39,23.0
SourcesOfInterest,FINK_PORTAL,PulsV*,SourcesOfInterest,FINK_PORTAL,PulsV*,23.0
AlertsOfInterest,FEATURES,FC-39,AlertsOfInterest,FEATURES,FC-1,23.0
AlertsOfInterest,FINK_PORTAL,PulsV*,AlertsOfInterest,FINK_PORTAL,PulsV*,23.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-44,23.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-44,23.0
AlertsOfInterest,FEATURES,FC-44,AlertsOfInterest,FINK_PORTAL,QSO,23.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-39,23.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,QSO,22.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-3,22.0
AlertsOfInterest,FINK_PORTAL,Seyfert_1,AlertsOfInterest,FINK_PORTAL,Seyfert_1,22.0
SourcesOfInterest,FINK_PORTAL,Seyfert_1,SourcesOfInterest,FINK_PORTAL,Seyfert_1,22.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-3,22.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,QSO,22.0
SourcesOfInterest,FEATURES,FC-8,SourcesOfInterest,FINK_PORTAL,QSO,21.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-8,21.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-8,21.0
AlertsOfInterest,FEATURES,FC-8,AlertsOfInterest,FINK_PORTAL,QSO,21.0
SourcesOfInterest,FEATURES,FC-36,SourcesOfInterest,FINK_PORTAL,QSO,20.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,Solar System MPC,20.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,Solar System MPC,20.0
SourcesOfInterest,FINK_PORTAL,Solar System MPC,SourcesOfInterest,FEATURES,FC-3,20.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-36,20.0
AlertsOfInterest,FINK_PORTAL,Solar System MPC,AlertsOfInterest,FEATURES,FC-3,20.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-36,20.0
AlertsOfInterest,FEATURES,FC-36,AlertsOfInterest,FINK_PORTAL,QSO,20.0
SourcesOfInterest,FINK_PORTAL,Seyfert_2,SourcesOfInterest,FINK_PORTAL,Seyfert_2,19.0
AlertsOfInterest,FINK_PORTAL,Seyfert_2,AlertsOfInterest,FINK_PORTAL,Seyfert_2,19.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-2,18.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,QSO,18.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,18.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-38,18.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,18.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,18.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-2,18.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,18.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FEATURES,FC-38,18.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,QSO,18.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,Solar System MPC,17.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,Solar System MPC,17.0
AlertsOfInterest,FEATURES,FC-8,AlertsOfInterest,FINK_PORTAL,EclBin,17.0
AlertsOfInterest,FINK_PORTAL,Solar System MPC,AlertsOfInterest,FEATURES,FC-11,17.0
SourcesOfInterest,FEATURES,FC-8,SourcesOfInterest,FINK_PORTAL,EclBin,17.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-8,17.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-8,17.0
SourcesOfInterest,FINK_PORTAL,Solar System MPC,SourcesOfInterest,FEATURES,FC-11,17.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-38,16.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,EB*,16.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-38,16.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,EB*,16.0
AlertsOfInterest,FEATURES,FC-10,AlertsOfInterest,FINK_PORTAL,EclBin,15.0
SourcesOfInterest,FEATURES,FC-10,SourcesOfInterest,FINK_PORTAL,EclBin,15.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-10,15.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-10,15.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,EclBin,14.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-11,14.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,EclBin,14.0
SourcesOfInterest,FINK_PORTAL,RSCVnV*,SourcesOfInterest,FINK_PORTAL,RSCVnV*,14.0
AlertsOfInterest,FINK_PORTAL,RSCVnV*,AlertsOfInterest,FINK_PORTAL,RSCVnV*,14.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-11,14.0
AlertsOfInterest,FEATURES,FC-8,AlertsOfInterest,FINK_PORTAL,Star,13.0
SourcesOfInterest,FEATURES,FC-4,SourcesOfInterest,FEATURES,FC-38,13.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FEATURES,FC-4,13.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FEATURES,FC-4,13.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-8,13.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-8,13.0
SourcesOfInterest,FEATURES,FC-8,SourcesOfInterest,FINK_PORTAL,Star,13.0
AlertsOfInterest,FEATURES,FC-4,AlertsOfInterest,FEATURES,FC-38,13.0
AlertsOfInterest,FEATURES,FC-41,AlertsOfInterest,FEATURES,FC-41,12.0
SourcesOfInterest,FEATURES,FC-41,SourcesOfInterest,FEATURES,FC-41,12.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,BYDraV*,11.0
SourcesOfInterest,FINK_PORTAL,BYDraV*,SourcesOfInterest,FEATURES,FC-38,11.0
AlertsOfInterest,FINK_PORTAL,AGB*,AlertsOfInterest,FINK_PORTAL,AGB*,11.0
SourcesOfInterest,FINK_PORTAL,Ambiguous,SourcesOfInterest,FINK_PORTAL,Ambiguous,11.0
SourcesOfInterest,FINK_PORTAL,AGB*,SourcesOfInterest,FINK_PORTAL,AGB*,11.0
AlertsOfInterest,FINK_PORTAL,Ambiguous,AlertsOfInterest,FINK_PORTAL,Ambiguous,11.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,BYDraV*,11.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FEATURES,FC-38,11.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-2,10.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-2,10.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-38,10.0
AlertsOfInterest,FEATURES,FC-25,AlertsOfInterest,FEATURES,FC-25,10.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,V*,10.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,10.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-2,10.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FEATURES,FC-2,10.0
SourcesOfInterest,FEATURES,FC-35,SourcesOfInterest,FEATURES,FC-1,10.0
AlertsOfInterest,FEATURES,FC-2,AlertsOfInterest,FINK_PORTAL,EB*,10.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,10.0
AlertsOfInterest,FEATURES,FC-35,AlertsOfInterest,FEATURES,FC-1,10.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-35,10.0
AlertsOfInterest,FEATURES,FC-1,AlertsOfInterest,FEATURES,FC-35,10.0
SourcesOfInterest,FEATURES,FC-25,SourcesOfInterest,FEATURES,FC-25,10.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,V*,10.0
SourcesOfInterest,FINK_PORTAL,YSO,SourcesOfInterest,FINK_PORTAL,YSO,10.0
AlertsOfInterest,FINK_PORTAL,YSO,AlertsOfInterest,FINK_PORTAL,YSO,10.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-38,10.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FINK_PORTAL,EB*,10.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FEATURES,FC-12,10.0
AlertsOfInterest,FEATURES,FC-12,AlertsOfInterest,FEATURES,FC-12,10.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,Star,9.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-38,9.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-38,9.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,EclBin,9.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,EclBin,9.0
SourcesOfInterest,FINK_PORTAL,BLLac,SourcesOfInterest,FINK_PORTAL,BLLac,9.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,Star,9.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-38,9.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-38,9.0
AlertsOfInterest,FINK_PORTAL,BLLac,AlertsOfInterest,FINK_PORTAL,BLLac,9.0
SourcesOfInterest,FEATURES,FC-35,SourcesOfInterest,FINK_PORTAL,QSO,8.0
SourcesOfInterest,FINK_PORTAL,Seyfert2,SourcesOfInterest,FINK_PORTAL,Seyfert2,8.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-35,8.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-35,8.0
SourcesOfInterest,FINK_PORTAL,Em*,SourcesOfInterest,FINK_PORTAL,Em*,8.0
SourcesOfInterest,FINK_PORTAL,PM*,SourcesOfInterest,FINK_PORTAL,PM*,8.0
AlertsOfInterest,FINK_PORTAL,Em*,AlertsOfInterest,FINK_PORTAL,Em*,8.0
AlertsOfInterest,FINK_PORTAL,PM*,AlertsOfInterest,FINK_PORTAL,PM*,8.0
AlertsOfInterest,FINK_PORTAL,Seyfert2,AlertsOfInterest,FINK_PORTAL,Seyfert2,8.0
AlertsOfInterest,FEATURES,FC-35,AlertsOfInterest,FINK_PORTAL,QSO,8.0
SourcesOfInterest,FEATURES,FC-39,SourcesOfInterest,FINK_PORTAL,QSO,7.0
AlertsOfInterest,FEATURES,FC-10,AlertsOfInterest,FINK_PORTAL,Star,7.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-38,7.0
SourcesOfInterest,FEATURES,FC-10,SourcesOfInterest,FINK_PORTAL,V*,7.0
SourcesOfInterest,FEATURES,FC-38,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,7.0
AlertsOfInterest,FINK_PORTAL,Microlensing candidate,AlertsOfInterest,FINK_PORTAL,Microlensing candidate,7.0
AlertsOfInterest,FEATURES,FC-21,AlertsOfInterest,FEATURES,FC-21,7.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-39,7.0
SourcesOfInterest,FINK_PORTAL,Microlensing candidate,SourcesOfInterest,FINK_PORTAL,Microlensing candidate,7.0
SourcesOfInterest,FEATURES,FC-10,SourcesOfInterest,FINK_PORTAL,Star,7.0
AlertsOfInterest,FEATURES,FC-10,AlertsOfInterest,FINK_PORTAL,V*,7.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-10,7.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-10,7.0
SourcesOfInterest,FINK_PORTAL,RotV*,SourcesOfInterest,FINK_PORTAL,RotV*,7.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FEATURES,FC-38,7.0
AlertsOfInterest,FEATURES,FC-38,AlertsOfInterest,FINK_PORTAL,LP*_Candidate,7.0
AlertsOfInterest,FEATURES,FC-39,AlertsOfInterest,FINK_PORTAL,QSO,7.0
SourcesOfInterest,FEATURES,FC-21,SourcesOfInterest,FEATURES,FC-21,7.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-39,7.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FEATURES,FC-10,7.0
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FEATURES,FC-10,7.0
AlertsOfInterest,FINK_PORTAL,RotV*,AlertsOfInterest,FINK_PORTAL,RotV*,7.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FINK_PORTAL,QSO,6.0
SourcesOfInterest,FINK_PORTAL,Radio,SourcesOfInterest,FEATURES,FC-38,6.0
SourcesOfInterest,FEATURES,FC-8,SourcesOfInterest,FINK_PORTAL,V*,6.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,EclBin,6.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-3,6.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-3,6.0
SourcesOfInterest,FINK_PORTAL,SB*,SourcesOfInterest,FEATURES,FC-3,6.0
AlertsOfInterest,FEATURES,FC-10,AlertsOfInterest,FINK_PORTAL,EB*,6.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,EB*,6.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,EB*,6.0
