type1,classifier1,class1,type2,classifier2,class2,overlap
SourcesOfInterest,FINK_PORTAL,YSO_Candidate,SourcesOfInterest,FEATURES,FC-17,2.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,RRLyr,2.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,BYDraV*,2.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,RGB*,2.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,SB*,2.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,Variable*,2.0
AlertsOfInterest,FINK_PORTAL,alf2CVnV*,AlertsOfInterest,FINK_PORTAL,alf2CVnV*,2.0
SourcesOfInterest,FINK_PORTAL,AGN,SourcesOfInterest,FINK_PORTAL,AGN,2.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,AGN,2.0
SourcesOfInterest,FINK_PORTAL,ClG,SourcesOfInterest,FINK_PORTAL,ClG,2.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,2.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,2.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,2.0
SourcesOfInterest,FINK_PORTAL,AGN_Candidate,SourcesOfInterest,FINK_PORTAL,AGN_Candidate,2.0
SourcesOfInterest,FINK_PORTAL,HighPM*,SourcesOfInterest,FINK_PORTAL,HighPM*,2.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,RGB*,2.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,TTauri*,2.0
SourcesOfInterest,FINK_PORTAL,alf2CVnV*,SourcesOfInterest,FINK_PORTAL,alf2CVnV*,2.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,EB*_Candidate,2.0
AlertsOfInterest,FEATURES,FC-18,AlertsOfInterest,FEATURES,FC-18,2.0
AlertsOfInterest,FINK_PORTAL,HighPM*,AlertsOfInterest,FINK_PORTAL,HighPM*,2.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,TTauri*,2.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,EB*_Candidate,2.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,Radio,2.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,Radio,2.0
SourcesOfInterest,FINK_PORTAL,RadioG,SourcesOfInterest,FINK_PORTAL,RadioG,2.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,Seyfert2,2.0
AlertsOfInterest,FINK_PORTAL,AGN,AlertsOfInterest,FINK_PORTAL,AGN,2.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,AGN,2.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,Blue,2.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,Blue,2.0
AlertsOfInterest,FINK_PORTAL,BYDraV*,AlertsOfInterest,FEATURES,FC-3,2.0
AlertsOfInterest,FINK_PORTAL,Blue,AlertsOfInterest,FEATURES,FC-3,2.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-3,2.0
AlertsOfInterest,FINK_PORTAL,Em*,AlertsOfInterest,FEATURES,FC-3,2.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,AlertsOfInterest,FEATURES,FC-3,2.0
AlertsOfInterest,FINK_PORTAL,PulsV*,AlertsOfInterest,FEATURES,FC-3,2.0
AlertsOfInterest,FINK_PORTAL,blue,AlertsOfInterest,FEATURES,FC-3,2.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,EB*,2.0
SourcesOfInterest,FINK_PORTAL,BYDraV*,SourcesOfInterest,FEATURES,FC-3,2.0
SourcesOfInterest,FINK_PORTAL,Blue,SourcesOfInterest,FEATURES,FC-3,2.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-3,2.0
SourcesOfInterest,FINK_PORTAL,Em*,SourcesOfInterest,FEATURES,FC-3,2.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FEATURES,FC-3,2.0
SourcesOfInterest,FINK_PORTAL,PulsV*,SourcesOfInterest,FEATURES,FC-3,2.0
SourcesOfInterest,FINK_PORTAL,blue,SourcesOfInterest,FEATURES,FC-3,2.0
SourcesOfInterest,FINK_PORTAL,Kilonova candidate,SourcesOfInterest,FINK_PORTAL,Kilonova candidate,2.0
AlertsOfInterest,FINK_PORTAL,ChemPec*,AlertsOfInterest,FINK_PORTAL,ChemPec*,2.0
AlertsOfInterest,FINK_PORTAL,AGB*,AlertsOfInterest,FEATURES,FC-17,2.0
AlertsOfInterest,FINK_PORTAL,BLLac,AlertsOfInterest,FEATURES,FC-17,2.0
AlertsOfInterest,FINK_PORTAL,BYDra,AlertsOfInterest,FEATURES,FC-17,2.0
AlertsOfInterest,FINK_PORTAL,RRLyrae,AlertsOfInterest,FEATURES,FC-17,2.0
AlertsOfInterest,FINK_PORTAL,Radio,AlertsOfInterest,FEATURES,FC-17,2.0
AlertsOfInterest,FINK_PORTAL,YSO_Candidate,AlertsOfInterest,FEATURES,FC-17,2.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,2.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,2.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,2.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,RSCVnV*,2.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,YSO_Candidate,2.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,BLLac,2.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,BLLac,2.0
SourcesOfInterest,FINK_PORTAL,ChemPec*,SourcesOfInterest,FINK_PORTAL,ChemPec*,2.0
SourcesOfInterest,FINK_PORTAL,Blue,SourcesOfInterest,FEATURES,FC-13,2.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-13,2.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FEATURES,FC-13,2.0
SourcesOfInterest,FINK_PORTAL,NearIR,SourcesOfInterest,FEATURES,FC-13,2.0
SourcesOfInterest,FINK_PORTAL,RSCVnV*,SourcesOfInterest,FEATURES,FC-13,2.0
SourcesOfInterest,FINK_PORTAL,Seyfert2,SourcesOfInterest,FEATURES,FC-13,2.0
SourcesOfInterest,FINK_PORTAL,blue,SourcesOfInterest,FEATURES,FC-13,2.0
SourcesOfInterest,FINK_PORTAL,AGN,SourcesOfInterest,FEATURES,FC-6,2.0
SourcesOfInterest,FINK_PORTAL,EB*_Candidate,SourcesOfInterest,FEATURES,FC-6,2.0
SourcesOfInterest,FINK_PORTAL,PulsV*,SourcesOfInterest,FEATURES,FC-6,2.0
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FEATURES,FC-6,2.0
SourcesOfInterest,FINK_PORTAL,Radio,SourcesOfInterest,FEATURES,FC-6,2.0
SourcesOfInterest,FINK_PORTAL,HI,SourcesOfInterest,FINK_PORTAL,HI,2.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,RSCVnV*,2.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,Variable*,2.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,BYDra,2.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,BYDra,2.0
SourcesOfInterest,FINK_PORTAL,GtowardsCl,SourcesOfInterest,FINK_PORTAL,GtowardsCl,2.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,2.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,2.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,YSO_Candidate,2.0
AlertsOfInterest,FINK_PORTAL,ClG,AlertsOfInterest,FINK_PORTAL,ClG,2.0
AlertsOfInterest,FINK_PORTAL,Blue,AlertsOfInterest,FEATURES,FC-13,2.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FEATURES,FC-13,2.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,AlertsOfInterest,FEATURES,FC-13,2.0
AlertsOfInterest,FINK_PORTAL,NearIR,AlertsOfInterest,FEATURES,FC-13,2.0
AlertsOfInterest,FINK_PORTAL,RSCVnV*,AlertsOfInterest,FEATURES,FC-13,2.0
AlertsOfInterest,FINK_PORTAL,Seyfert2,AlertsOfInterest,FEATURES,FC-13,2.0
AlertsOfInterest,FINK_PORTAL,blue,AlertsOfInterest,FEATURES,FC-13,2.0
AlertsOfInterest,FINK_PORTAL,GinGroup,AlertsOfInterest,FINK_PORTAL,GinGroup,2.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,Radio,2.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,Radio,2.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,Seyfert2,2.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,blue,2.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,blue,2.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,AGB*,1.0
SourcesOfInterest,FINK_PORTAL,BlueSG*,SourcesOfInterest,FINK_PORTAL,BlueSG*,1.0
SourcesOfInterest,FINK_PORTAL,BlueStraggler,SourcesOfInterest,FINK_PORTAL,BlueStraggler,1.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,CataclyV*,1.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,CataclyV*,1.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FINK_PORTAL,EclBin,1.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-5,1.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-5,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,HB*_Candidate,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,HorBranch*,1.0
SourcesOfInterest,FINK_PORTAL,HorBranch*,SourcesOfInterest,FINK_PORTAL,HorBranch*,1.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,1.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,1.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,PulsV*,1.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,PulsV*,1.0
SourcesOfInterest,FEATURES,FC-10,SourcesOfInterest,FINK_PORTAL,QSO,1.0
SourcesOfInterest,FINK_PORTAL,RSG*_Candidate,SourcesOfInterest,FINK_PORTAL,RSG*_Candidate,1.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,Seyfert_2,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,Seyfert_2,1.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,Seyfert_2,1.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,TTau*,1.0
SourcesOfInterest,FINK_PORTAL,TTau*,SourcesOfInterest,FINK_PORTAL,TTau*,1.0
SourcesOfInterest,FINK_PORTAL,TTau*_Candidate,SourcesOfInterest,FINK_PORTAL,TTau*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,C*,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,C*,1.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,C*,1.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,CataclyV*,1.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,CataclyV*,1.0
AlertsOfInterest,FEATURES,FC-5,AlertsOfInterest,FINK_PORTAL,EB*,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,EclBin_Candidate,1.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,Em*,1.0
AlertsOfInterest,FINK_PORTAL,CataclyV*,AlertsOfInterest,FEATURES,FC-11,1.0
AlertsOfInterest,FINK_PORTAL,ChemPec*,AlertsOfInterest,FEATURES,FC-11,1.0
AlertsOfInterest,FINK_PORTAL,EB*_Candidate,AlertsOfInterest,FEATURES,FC-11,1.0
AlertsOfInterest,FINK_PORTAL,EmG,AlertsOfInterest,FEATURES,FC-11,1.0
AlertsOfInterest,FINK_PORTAL,GtowardsCl,AlertsOfInterest,FEATURES,FC-11,1.0
AlertsOfInterest,FINK_PORTAL,GtowardsGroup,AlertsOfInterest,FEATURES,FC-11,1.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FEATURES,FC-11,1.0
AlertsOfInterest,FINK_PORTAL,RotV*,AlertsOfInterest,FEATURES,FC-11,1.0
AlertsOfInterest,FINK_PORTAL,TTau*,AlertsOfInterest,FEATURES,FC-11,1.0
AlertsOfInterest,FINK_PORTAL,YSO_Candidate,AlertsOfInterest,FEATURES,FC-11,1.0
AlertsOfInterest,FINK_PORTAL,C*,AlertsOfInterest,FEATURES,FC-6,1.0
AlertsOfInterest,FINK_PORTAL,CataclyV*,AlertsOfInterest,FEATURES,FC-6,1.0
AlertsOfInterest,FINK_PORTAL,RRLyrae,AlertsOfInterest,FEATURES,FC-6,1.0
AlertsOfInterest,FINK_PORTAL,S*,AlertsOfInterest,FEATURES,FC-6,1.0
AlertsOfInterest,FINK_PORTAL,Seyfert2,AlertsOfInterest,FEATURES,FC-6,1.0
AlertsOfInterest,FINK_PORTAL,Seyfert_2,AlertsOfInterest,FEATURES,FC-6,1.0
AlertsOfInterest,FINK_PORTAL,YSO_Candidate,AlertsOfInterest,FEATURES,FC-6,1.0
AlertsOfInterest,FINK_PORTAL,delSctV*,AlertsOfInterest,FEATURES,FC-6,1.0
AlertsOfInterest,FEATURES,FC-11,AlertsOfInterest,FINK_PORTAL,GtowardsCl,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,GtowardsCl,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,HB*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-10,AlertsOfInterest,FINK_PORTAL,QSO,1.0
AlertsOfInterest,FINK_PORTAL,QSO_Candidate,AlertsOfInterest,FINK_PORTAL,QSO_Candidate,1.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FINK_PORTAL,RRLyr,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,RRLyr,1.0
AlertsOfInterest,FINK_PORTAL,RSG*_Candidate,AlertsOfInterest,FINK_PORTAL,RSG*_Candidate,1.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FINK_PORTAL,Seyfert_2,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,Seyfert_2,1.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,Seyfert_2,1.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,delSctV*,1.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-15,1.0
SourcesOfInterest,FINK_PORTAL,Seyfert1,SourcesOfInterest,FEATURES,FC-15,1.0
SourcesOfInterest,FINK_PORTAL,Seyfert2,SourcesOfInterest,FEATURES,FC-15,1.0
SourcesOfInterest,FINK_PORTAL,Seyfert_2,SourcesOfInterest,FEATURES,FC-15,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,GinGroup,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,LINER,1.0
SourcesOfInterest,FEATURES,FC-6,SourcesOfInterest,FINK_PORTAL,RRLyrae,1.0
SourcesOfInterest,FEATURES,FC-13,SourcesOfInterest,FINK_PORTAL,RSCVn,1.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FINK_PORTAL,AGB*,1.0
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FEATURES,FC-15,1.0
AlertsOfInterest,FINK_PORTAL,Seyfert1,AlertsOfInterest,FEATURES,FC-15,1.0
AlertsOfInterest,FINK_PORTAL,Seyfert2,AlertsOfInterest,FEATURES,FC-15,1.0
AlertsOfInterest,FINK_PORTAL,Seyfert_2,AlertsOfInterest,FEATURES,FC-15,1.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FEATURES,FC-5,1.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-5,1.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,1.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,PulsV*,1.0
AlertsOfInterest,FEATURES,FC-17,AlertsOfInterest,FINK_PORTAL,PulsV*,1.0
AlertsOfInterest,FEATURES,FC-6,AlertsOfInterest,FINK_PORTAL,RRLyrae,1.0
AlertsOfInterest,FEATURES,FC-13,AlertsOfInterest,FINK_PORTAL,RSCVn,1.0
AlertsOfInterest,FINK_PORTAL,deltaCep,AlertsOfInterest,FINK_PORTAL,deltaCep,1.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FINK_PORTAL,low-mass*,1.0
AlertsOfInterest,FINK_PORTAL,low-mass*,AlertsOfInterest,FINK_PORTAL,low-mass*,1.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,Blue,1.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,CV*_Candidate,1.0
SourcesOfInterest,FINK_PORTAL,Cl*,SourcesOfInterest,FINK_PORTAL,Cl*,1.0
SourcesOfInterest,FEATURES,FC-17,SourcesOfInterest,FINK_PORTAL,Em*,1.0
SourcesOfInterest,FEATURES,FC-11,SourcesOfInterest,FINK_PORTAL,EmG,1.0
SourcesOfInterest,FINK_PORTAL,CataclyV*,SourcesOfInterest,FEATURES,FC-11,1.0
SourcesOfInterest,FINK_PORTAL,ChemPec*,SourcesOfInterest,FEATURES,FC-11,1.0
SourcesOfInterest,FINK_PORTAL,EB*_Candidate,SourcesOfInterest,FEATURES,FC-11,1.0
SourcesOfInterest,FINK_PORTAL,EmG,SourcesOfInterest,FEATURES,FC-11,1.0
SourcesOfInterest,FINK_PORTAL,GtowardsCl,SourcesOfInterest,FEATURES,FC-11,1.0
SourcesOfInterest,FINK_PORTAL,GtowardsGroup,SourcesOfInterest,FEATURES,FC-11,1.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-11,1.0
SourcesOfInterest,FINK_PORTAL,RotV*,SourcesOfInterest,FEATURES,FC-11,1.0
SourcesOfInterest,FINK_PORTAL,TTau*,SourcesOfInterest,FEATURES,FC-11,1.0
SourcesOfInterest,FINK_PORTAL,YSO_Candidate,SourcesOfInterest,FEATURES,FC-11,1.0
SourcesOfInterest,FINK_PORTAL,Blue,SourcesOfInterest,FEATURES,FC-17,1.0
SourcesOfInterest,FINK_PORTAL,ChemPec*,SourcesOfInterest,FEATURES,FC-17,1.0
SourcesOfInterest,FINK_PORTAL,EB*_Candidate,SourcesOfInterest,FEATURES,FC-17,1.0
SourcesOfInterest,FINK_PORTAL,Em*,SourcesOfInterest,FEATURES,FC-17,1.0
SourcesOfInterest,FINK_PORTAL,GtowardsGroup,SourcesOfInterest,FEATURES,FC-17,1.0
SourcesOfInterest,FINK_PORTAL,HighPM*,SourcesOfInterest,FEATURES,FC-17,1.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-17,1.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FEATURES,FC-17,1.0
SourcesOfInterest,FINK_PORTAL,PulsV*,SourcesOfInterest,FEATURES,FC-17,1.0
