type1,classifier1,class1,type2,classifier2,class2,overlap
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-0,103013.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-15,89408.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FEATURES,FC-3,82283.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-1,80065.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FEATURES,FC-27,69191.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-15,66202.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-0,66202.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FEATURES,FC-14,65063.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FEATURES,FC-12,62132.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FEATURES,FC-1,50124.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-3,50124.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FINK_PORTAL,EclBin,44920.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FEATURES,FC-1,44799.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-27,44799.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,43741.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FEATURES,FC-27,43441.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FEATURES,FC-14,43441.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FINK_PORTAL,LPV*,38118.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FINK_PORTAL,Star,37541.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FEATURES,FC-15,36402.61140736265
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-12,36305.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FEATURES,FC-0,36305.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FEATURES,FC-27,36174.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FEATURES,FC-3,36174.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FEATURES,FC-1,35464.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-14,35464.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FEATURES,FC-27,35258.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FEATURES,FC-12,35258.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FEATURES,FC-15,35077.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-14,35077.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FINK_PORTAL,EB*,34069.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FEATURES,FC-0,33574.339402139194
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,33013.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-14,32970.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FEATURES,FC-0,32970.0
AlertsOfInterest,FEATURES,FC-1,AlertsOfInterest,FEATURES,FC-1,32464.15033419433
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FEATURES,FC-14,32148.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FEATURES,FC-12,32148.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FEATURES,FC-12,32002.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FEATURES,FC-3,32002.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-27,31544.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FEATURES,FC-0,31544.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FEATURES,FC-15,29742.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-12,29742.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FEATURES,FC-15,29693.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-27,29693.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FINK_PORTAL,EclBin,29256.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FINK_PORTAL,EB*,29256.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,29241.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FINK_PORTAL,LPV*,28961.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,28961.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FEATURES,FC-1,28515.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-12,28515.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FEATURES,FC-14,28156.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FEATURES,FC-3,28156.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FEATURES,FC-0,27760.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-3,27760.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,EclBin,27356.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-0,27356.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FEATURES,FC-0,26982.47614887158
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-1,26910.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-0,26910.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,26512.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,26512.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-1,25815.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-15,25815.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FINK_PORTAL,EclBin,25412.415648276467
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-5,25356.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FEATURES,FC-3,25287.23982180155
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-0,24326.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,24326.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-15,23714.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,23714.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-24,23309.0
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FINK_PORTAL,RRLyr,23195.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FEATURES,FC-15,23122.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-3,23122.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-14,22107.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FEATURES,FC-5,22107.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FINK_PORTAL,QSO,21482.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,LPV*,20988.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FEATURES,FC-0,20988.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FEATURES,FC-15,20614.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,LPV*,20614.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-15,20500.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,EclBin,20500.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FINK_PORTAL,QSO,20259.802977617648
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-1,20253.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,20253.0
SourcesOfInterest,FINK_PORTAL,RRLyrae,SourcesOfInterest,FINK_PORTAL,RRLyrae,19862.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-0,19733.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,EB*,19733.0
AlertsOfInterest,FEATURES,FC-1,AlertsOfInterest,FEATURES,FC-3,19654.65761925837
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FINK_PORTAL,RRLyrae,18895.0
SourcesOfInterest,FINK_PORTAL,RRLyrae,SourcesOfInterest,FINK_PORTAL,RRLyr,18895.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,Star,18808.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-3,18808.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-12,18350.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FINK_PORTAL,EclBin,18350.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-14,18265.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FEATURES,FC-24,18265.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FEATURES,FC-1,18211.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,LPV*,18211.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FINK_PORTAL,LP*_Candidate,18134.03770358992
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,EclBin,18054.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-3,18054.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-3,17967.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,17967.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-15,17393.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,17393.0
AlertsOfInterest,FINK_PORTAL,LPV*,AlertsOfInterest,FINK_PORTAL,LPV*,17211.620673885693
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,17194.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-0,17194.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-0,17064.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,Star,17064.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-15,16880.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,EB*,16880.0
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FINK_PORTAL,V*,16722.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-0,16534.11464898571
AlertsOfInterest,FEATURES,FC-14,AlertsOfInterest,FEATURES,FC-14,16277.835508010727
AlertsOfInterest,FEATURES,FC-27,AlertsOfInterest,FEATURES,FC-27,16242.549350409594
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-3,16137.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,EB*,16137.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,16042.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FEATURES,FC-0,16042.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,15962.159876268268
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-1,15759.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,15759.0
AlertsOfInterest,FINK_PORTAL,LPV*,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,15758.771596728906
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-27,15710.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FEATURES,FC-5,15710.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-12,15678.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FINK_PORTAL,EB*,15678.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,LPV*,15497.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FEATURES,FC-3,15497.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FEATURES,FC-15,15233.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,15233.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-15,15203.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-5,15203.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FEATURES,FC-15,15066.510548643777
SourcesOfInterest,FEATURES,FC-7,SourcesOfInterest,FEATURES,FC-7,15035.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-1,14991.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,Star,14991.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-27,14977.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FEATURES,FC-24,14977.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-15,14579.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,Star,14579.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-27,14505.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FINK_PORTAL,EclBin,14505.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-1,14379.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,EB*,14379.0
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FINK_PORTAL,LPV*,14339.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,14339.0
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-27,14246.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FINK_PORTAL,EB*,14246.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-1,13821.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,EclBin,13821.0
AlertsOfInterest,FINK_PORTAL,RRLyr,AlertsOfInterest,FINK_PORTAL,RRLyr,13802.705713188669
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-27,13752.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,13752.0
AlertsOfInterest,FINK_PORTAL,Star,AlertsOfInterest,FINK_PORTAL,Star,13702.84439561711
AlertsOfInterest,FINK_PORTAL,RRLyr,AlertsOfInterest,FINK_PORTAL,RRLyrae,13662.492495008983
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-14,13409.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,13409.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-27,13050.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FINK_PORTAL,Star,13050.0
AlertsOfInterest,FEATURES,FC-1,AlertsOfInterest,FEATURES,FC-27,12998.897765768617
SourcesOfInterest,FEATURES,FC-9,SourcesOfInterest,FEATURES,FC-9,12877.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-15,12721.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-24,12721.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FEATURES,FC-1,12711.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,12711.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-1,12692.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-5,12692.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-14,12680.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FINK_PORTAL,Star,12680.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,12669.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-3,12669.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FEATURES,FC-27,12614.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FINK_PORTAL,LPV*,12614.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FINK_PORTAL,LPV*,12519.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FEATURES,FC-14,12519.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-0,12495.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-5,12495.0
SourcesOfInterest,FINK_PORTAL,Star,SourcesOfInterest,FEATURES,FC-12,12331.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FINK_PORTAL,Star,12331.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-1,12215.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FEATURES,FC-24,12215.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FINK_PORTAL,EB*,11897.914421062682
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-5,11808.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-24,11808.0
AlertsOfInterest,FEATURES,FC-12,AlertsOfInterest,FEATURES,FC-12,11791.026339155946
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FEATURES,FC-12,11774.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,11774.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-14,11757.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FINK_PORTAL,QSO,11757.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-27,11749.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FINK_PORTAL,QSO,11749.0
SourcesOfInterest,FINK_PORTAL,EclBin,SourcesOfInterest,FEATURES,FC-14,11689.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FINK_PORTAL,EclBin,11689.0
AlertsOfInterest,FINK_PORTAL,EB*,AlertsOfInterest,FINK_PORTAL,EclBin,11625.855497736566
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FINK_PORTAL,LP*_Candidate,11587.020622809692
AlertsOfInterest,FINK_PORTAL,LongPeriodV*,AlertsOfInterest,FINK_PORTAL,LongPeriodV*,11451.748191488414
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FINK_PORTAL,EB*,11446.418092020891
SourcesOfInterest,FINK_PORTAL,EB*,SourcesOfInterest,FEATURES,FC-14,11350.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FINK_PORTAL,EB*,11350.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,11186.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,SourcesOfInterest,FEATURES,FC-3,11186.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-14,11121.864785713302
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-0,11054.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-24,11054.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-27,11047.312496868815
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,RRLyr,11043.0
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FEATURES,FC-3,11043.0
SourcesOfInterest,FINK_PORTAL,QSO,SourcesOfInterest,FEATURES,FC-1,10905.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,QSO,10905.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-12,10904.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FEATURES,FC-5,10904.0
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-15,10881.028831385702
SourcesOfInterest,FEATURES,FC-7,SourcesOfInterest,FEATURES,FC-0,10787.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FEATURES,FC-7,10787.0
AlertsOfInterest,FEATURES,FC-0,AlertsOfInterest,FINK_PORTAL,EclBin,10630.067384972426
AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,AlertsOfInterest,FINK_PORTAL,LongPeriodV*_Candidate,10590.725140907876
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-14,10537.0
SourcesOfInterest,FEATURES,FC-14,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,10537.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FINK_PORTAL,LPV*,10413.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-12,10413.0
SourcesOfInterest,FINK_PORTAL,LPV*,SourcesOfInterest,FEATURES,FC-12,10413.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FEATURES,FC-24,10413.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FEATURES,FC-0,10346.04992632014
SourcesOfInterest,FEATURES,FC-7,SourcesOfInterest,FEATURES,FC-15,10279.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FEATURES,FC-7,10279.0
AlertsOfInterest,FINK_PORTAL,QSO,AlertsOfInterest,FEATURES,FC-1,10251.72086881066
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FEATURES,FC-27,10244.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,10244.0
AlertsOfInterest,FINK_PORTAL,LP*_Candidate,AlertsOfInterest,FEATURES,FC-15,10108.326638102548
SourcesOfInterest,FINK_PORTAL,LP*_Candidate,SourcesOfInterest,FINK_PORTAL,LongPeriodV*,10041.0
SourcesOfInterest,FINK_PORTAL,LongPeriodV*,SourcesOfInterest,FINK_PORTAL,LP*_Candidate,10041.0
AlertsOfInterest,FEATURES,FC-14,AlertsOfInterest,FEATURES,FC-27,9988.399685005174
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FEATURES,FC-0,9911.0
SourcesOfInterest,FEATURES,FC-0,SourcesOfInterest,FINK_PORTAL,RRLyr,9911.0
AlertsOfInterest,FEATURES,FC-27,AlertsOfInterest,FEATURES,FC-1,9881.423784394538
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FEATURES,FC-12,9747.0
SourcesOfInterest,FEATURES,FC-12,SourcesOfInterest,FINK_PORTAL,RRLyr,9747.0
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FEATURES,FC-1,9732.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,RRLyr,9732.0
AlertsOfInterest,FEATURES,FC-3,AlertsOfInterest,FEATURES,FC-1,9575.822481272133
SourcesOfInterest,FINK_PORTAL,V*,SourcesOfInterest,FEATURES,FC-1,9562.0
SourcesOfInterest,FEATURES,FC-1,SourcesOfInterest,FINK_PORTAL,V*,9562.0
AlertsOfInterest,FINK_PORTAL,LPV*,AlertsOfInterest,FEATURES,FC-0,9535.879640877049
AlertsOfInterest,FEATURES,FC-1,AlertsOfInterest,FEATURES,FC-14,9413.47202137838
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FEATURES,FC-27,9392.0
SourcesOfInterest,FEATURES,FC-27,SourcesOfInterest,FINK_PORTAL,RRLyr,9392.0
AlertsOfInterest,FEATURES,FC-15,AlertsOfInterest,FINK_PORTAL,LPV*,9389.302766926221
AlertsOfInterest,FINK_PORTAL,LPV*,AlertsOfInterest,FEATURES,FC-15,9345.644051129972
AlertsOfInterest,FEATURES,FC-1,AlertsOfInterest,FINK_PORTAL,LP*_Candidate,9311.997073790211
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-3,9297.685458774282
AlertsOfInterest,FINK_PORTAL,EclBin,AlertsOfInterest,FEATURES,FC-12,9213.48829376434
AlertsOfInterest,FINK_PORTAL,V*,AlertsOfInterest,FINK_PORTAL,V*,9168.007726739688
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FINK_PORTAL,RRLyrae,9159.0
SourcesOfInterest,FINK_PORTAL,RRLyrae,SourcesOfInterest,FEATURES,FC-3,9159.0
SourcesOfInterest,FEATURES,FC-24,SourcesOfInterest,FEATURES,FC-3,9061.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FEATURES,FC-24,9061.0
SourcesOfInterest,FINK_PORTAL,RRLyr,SourcesOfInterest,FEATURES,FC-15,8974.0
SourcesOfInterest,FEATURES,FC-15,SourcesOfInterest,FINK_PORTAL,RRLyr,8974.0
SourcesOfInterest,FEATURES,FC-2,SourcesOfInterest,FEATURES,FC-2,8839.0
SourcesOfInterest,FEATURES,FC-21,SourcesOfInterest,FEATURES,FC-21,8741.0
SourcesOfInterest,FEATURES,FC-3,SourcesOfInterest,FEATURES,FC-5,8722.0
SourcesOfInterest,FEATURES,FC-5,SourcesOfInterest,FEATURES,FC-3,8722.0
AlertsOfInterest,FEATURES,FC-27,AlertsOfInterest,FEATURES,FC-14,8679.005500925019
